Trust,Week beginning,Hospital,ICU Available,ICU Occupied,Non ICU Available,Non ICU Occupied,ED Attendances
SHSCT,2017-02-03,Independent Hospital,0,0,0,2,0
SHSCT,2017-02-03,Lurgan Hospital,0,0,357,347,0
SHSCT,2017-02-03,South Tyrone Hospital,0,0,252,233,645
SHSCT,2017-02-03,St Luke's Hospital,0,0,168,126,0
SHSCT,2017-02-10,Craigavon Area Hospital,42,47,3080,2817,1563
SHSCT,2017-02-10,Craigavon Psychiatric Unit,0,0,658,602,0
SHSCT,2017-02-10,Daisy Hill Hospital,0,0,1309,1238,0
SHSCT,2017-02-10,Independent Hospital,0,0,0,3,0
SHSCT,2017-02-10,Lurgan Hospital,0,0,357,347,0
SHSCT,2017-02-10,South Tyrone Hospital,0,0,252,208,618
SHSCT,2017-02-10,St Luke's Hospital,0,0,168,135,0
SHSCT,2017-02-17,Craigavon Area Hospital,42,49,3080,2800,1653
SHSCT,2017-02-17,Craigavon Psychiatric Unit,0,0,658,609,0
SHSCT,2017-02-17,Daisy Hill Hospital,0,0,1309,1222,0
SHSCT,2017-02-17,Independent Hospital,0,0,0,33,0
SHSCT,2017-02-17,Lurgan Hospital,0,0,357,342,0
SHSCT,2017-02-17,South Tyrone Hospital,0,0,252,214,619
SHSCT,2017-02-17,St Luke's Hospital,0,0,168,130,0
SHSCT,2017-02-24,Craigavon Area Hospital,42,37,3080,2770,1665
SHSCT,2017-02-24,Craigavon Psychiatric Unit,0,0,658,613,0
SHSCT,2017-02-24,Daisy Hill Hospital,0,0,1309,1261,0
SHSCT,2017-02-24,Independent Hospital,0,0,0,34,0
SHSCT,2017-02-24,Lurgan Hospital,0,0,357,333,0
SHSCT,2017-02-24,South Tyrone Hospital,0,0,252,221,636
SHSCT,2017-02-24,St Luke's Hospital,0,0,168,137,0
SHSCT,2017-03-03,Craigavon Area Hospital,42,49,3080,2843,1730
SHSCT,2017-03-03,Craigavon Psychiatric Unit,0,0,658,639,0
SHSCT,2017-03-03,Daisy Hill Hospital,0,0,1309,1182,0
SHSCT,2017-03-03,Independent Hospital,0,0,0,37,0
SHSCT,2017-03-03,Lurgan Hospital,0,0,357,335,0
SHSCT,2017-03-03,South Tyrone Hospital,0,0,252,206,692
SHSCT,2017-03-03,St Luke's Hospital,0,0,168,151,0
SHSCT,2017-03-10,Craigavon Area Hospital,42,48,3080,2812,1727
SHSCT,2017-03-10,Craigavon Psychiatric Unit,0,0,658,625,0
SHSCT,2017-03-10,Daisy Hill Hospital,0,0,1309,1198,0
SHSCT,2017-03-10,Independent Hospital,0,0,0,31,0
SHSCT,2017-03-10,Lurgan Hospital,0,0,357,329,0
SHSCT,2017-03-10,South Tyrone Hospital,0,0,252,178,725
SHSCT,2017-03-10,St Luke's Hospital,0,0,168,156,0
SHSCT,2017-03-17,Craigavon Area Hospital,42,43,3080,2782,1699
SHSCT,2017-03-17,Craigavon Psychiatric Unit,0,0,658,595,0
SHSCT,2017-03-17,Daisy Hill Hospital,0,0,1309,1190,0
SHSCT,2017-03-17,Independent Hospital,0,0,0,19,0
SHSCT,2017-03-17,Lurgan Hospital,0,0,357,303,0
SHSCT,2017-03-17,South Tyrone Hospital,0,0,252,181,661
SHSCT,2017-03-17,St Luke's Hospital,0,0,168,144,0
SHSCT,2017-03-24,Craigavon Area Hospital,42,51,3080,2775,1808
SHSCT,2017-03-24,Craigavon Psychiatric Unit,0,0,658,565,0
SHSCT,2017-03-24,Daisy Hill Hospital,0,0,1309,1136,0
SHSCT,2017-03-24,Independent Hospital,0,0,0,22,0
SHSCT,2017-03-24,Lurgan Hospital,0,0,357,325,0
SHSCT,2017-03-24,South Tyrone Hospital,0,0,252,172,653
SHSCT,2017-03-24,St Luke's Hospital,0,0,168,145,0
SHSCT,2017-03-31,Craigavon Area Hospital,42,50,2954,2823,1773
SHSCT,2017-03-31,Craigavon Psychiatric Unit,0,0,658,594,0
SHSCT,2017-03-31,Daisy Hill Hospital,0,0,1309,1159,0
SHSCT,2017-03-31,Independent Hospital,0,0,0,37,0
SHSCT,2017-03-31,Lurgan Hospital,0,0,357,350,0
SHSCT,2017-03-31,South Tyrone Hospital,0,0,252,203,719
SHSCT,2017-03-31,St Luke's Hospital,0,0,168,130,0
SHSCT,2017-04-07,Craigavon Area Hospital,42,48,2954,2697,1804
SHSCT,2017-04-07,Craigavon Psychiatric Unit,0,0,658,632,0
SHSCT,2017-04-07,Daisy Hill Hospital,0,0,1309,1127,0
SHSCT,2017-04-07,Independent Hospital,0,0,0,1,0
SHSCT,2017-04-07,Lurgan Hospital,0,0,357,339,0
SHSCT,2017-04-07,South Tyrone Hospital,0,0,252,236,739
SHSCT,2017-04-07,St Luke's Hospital,0,0,168,126,0
SHSCT,2017-04-14,Craigavon Area Hospital,42,49,2954,2595,1772
SHSCT,2017-04-14,Craigavon Psychiatric Unit,0,0,658,644,0
SHSCT,2017-04-14,Daisy Hill Hospital,0,0,1309,1072,0
SHSCT,2017-04-14,Lurgan Hospital,0,0,357,320,0
SHSCT,2017-04-14,South Tyrone Hospital,0,0,252,239,600
SHSCT,2017-04-14,St Luke's Hospital,0,0,168,114,0
SHSCT,2017-04-21,Craigavon Area Hospital,42,55,2954,2732,1723
SHSCT,2017-04-21,Craigavon Psychiatric Unit,0,0,658,643,0
SHSCT,2017-04-21,Daisy Hill Hospital,0,0,1309,1205,0
SHSCT,2017-04-21,Lurgan Hospital,0,0,357,332,0
SHSCT,2017-04-21,South Tyrone Hospital,0,0,252,241,711
SHSCT,2017-04-21,St Luke's Hospital,0,0,168,132,0
SHSCT,2017-04-28,Craigavon Area Hospital,42,46,2954,2798,1805
SHSCT,2017-04-28,Craigavon Psychiatric Unit,0,0,658,567,0
SHSCT,2017-04-28,Daisy Hill Hospital,0,0,1309,1186,0
SHSCT,2017-04-28,Lurgan Hospital,0,0,357,342,0
SHSCT,2017-04-28,South Tyrone Hospital,0,0,252,223,749
SHSCT,2017-04-28,St Luke's Hospital,0,0,168,127,0
SHSCT,2017-05-05,Craigavon Area Hospital,42,49,2954,2738,1759
SHSCT,2017-05-05,Craigavon Psychiatric Unit,0,0,658,621,0
SHSCT,2017-05-05,Daisy Hill Hospital,0,0,1309,1188,0
SHSCT,2017-05-05,Lurgan Hospital,0,0,357,339,0
SHSCT,2017-05-05,South Tyrone Hospital,0,0,252,208,796
SHSCT,2017-05-05,St Luke's Hospital,0,0,168,123,0
SHSCT,2017-05-12,Craigavon Area Hospital,42,50,2954,2628,1812
SHSCT,2017-05-12,Craigavon Psychiatric Unit,0,0,658,598,0
SHSCT,2017-05-12,Daisy Hill Hospital,0,0,1309,1174,0
SHSCT,2017-05-12,Lurgan Hospital,0,0,357,321,0
SHSCT,2017-05-12,South Tyrone Hospital,0,0,252,213,769
SHSCT,2017-05-12,St Luke's Hospital,0,0,168,126,0
SHSCT,2017-05-19,Craigavon Area Hospital,42,46,2954,2675,1796
SHSCT,2017-05-19,Craigavon Psychiatric Unit,0,0,658,622,0
SHSCT,2017-05-19,Daisy Hill Hospital,0,0,1309,1182,0
SHSCT,2017-05-19,Lurgan Hospital,0,0,357,331,0
SHSCT,2017-05-19,South Tyrone Hospital,0,0,252,243,772
SHSCT,2017-05-19,St Luke's Hospital,0,0,168,129,0
SHSCT,2017-05-26,Craigavon Area Hospital,42,50,2954,2598,1805
SHSCT,2017-05-26,Craigavon Psychiatric Unit,0,0,658,629,0
SHSCT,2017-05-26,Daisy Hill Hospital,0,0,1309,1175,0
SHSCT,2017-05-26,Lurgan Hospital,0,0,357,343,0
SHSCT,2017-05-26,South Tyrone Hospital,0,0,252,248,713
SHSCT,2017-05-26,St Luke's Hospital,0,0,168,115,0
SHSCT,2017-06-02,Craigavon Area Hospital,42,47,2954,2663,1775
SHSCT,2017-06-02,Craigavon Psychiatric Unit,0,0,658,619,0
SHSCT,2017-06-02,Daisy Hill Hospital,0,0,1309,1206,0
SHSCT,2017-06-02,Lurgan Hospital,0,0,357,331,0
SHSCT,2017-06-02,South Tyrone Hospital,0,0,252,239,781
SHSCT,2017-06-02,St Luke's Hospital,0,0,168,106,0
SHSCT,2017-06-09,Craigavon Area Hospital,42,48,2954,2747,1843
SHSCT,2017-06-09,Craigavon Psychiatric Unit,0,0,658,610,0
SHSCT,2017-06-09,Daisy Hill Hospital,0,0,1309,1150,0
SHSCT,2017-06-09,Lurgan Hospital,0,0,357,348,0
SHSCT,2017-06-09,South Tyrone Hospital,0,0,252,238,715
SHSCT,2017-06-09,St Luke's Hospital,0,0,168,108,0
SHSCT,2017-06-16,Craigavon Area Hospital,42,34,2954,2619,1795
SHSCT,2017-06-16,Craigavon Psychiatric Unit,0,0,658,600,0
SHSCT,2017-06-16,Daisy Hill Hospital,0,0,1309,1181,0
SHSCT,2017-06-16,Lurgan Hospital,0,0,357,348,0
SHSCT,2017-06-16,South Tyrone Hospital,0,0,252,223,768
SHSCT,2017-06-16,St Luke's Hospital,0,0,168,120,0
SHSCT,2017-06-23,Craigavon Area Hospital,42,42,2954,2604,1726
SHSCT,2017-06-23,Craigavon Psychiatric Unit,0,0,658,634,0
SHSCT,2017-06-23,Daisy Hill Hospital,0,0,1309,1268,0
SHSCT,2017-06-23,Lurgan Hospital,0,0,357,351,0
SHSCT,2017-06-23,South Tyrone Hospital,0,0,252,223,716
SHSCT,2017-06-23,St Luke's Hospital,0,0,168,131,0
SHSCT,2017-06-30,Craigavon Area Hospital,42,49,2954,2732,1703
SHSCT,2017-06-30,Craigavon Psychiatric Unit,0,0,658,617,0
SHSCT,2017-06-30,Daisy Hill Hospital,0,0,1309,1263,0
SHSCT,2017-06-30,Lurgan Hospital,0,0,357,352,0
SHSCT,2017-06-30,South Tyrone Hospital,0,0,252,236,697
SHSCT,2017-06-30,St Luke's Hospital,0,0,168,132,0
SHSCT,2017-07-07,Craigavon Area Hospital,42,56,2954,2593,1637
SHSCT,2017-07-07,Craigavon Psychiatric Unit,0,0,658,593,0
SHSCT,2017-07-07,Daisy Hill Hospital,0,0,1309,1160,0
SHSCT,2017-07-07,Lurgan Hospital,0,0,357,353,0
SHSCT,2017-07-07,South Tyrone Hospital,0,0,252,234,644
SHSCT,2017-07-07,St Luke's Hospital,0,0,168,137,0
SHSCT,2017-07-14,Craigavon Area Hospital,42,50,2954,2599,1669
SHSCT,2017-07-14,Craigavon Psychiatric Unit,0,0,658,584,0
SHSCT,2017-07-14,Daisy Hill Hospital,0,0,1309,1104,0
SHSCT,2017-07-14,Lurgan Hospital,0,0,357,349,0
SHSCT,2017-07-14,South Tyrone Hospital,0,0,252,190,720
SHSCT,2017-07-14,St Luke's Hospital,0,0,168,134,0
SHSCT,2017-07-21,Craigavon Area Hospital,42,44,2954,2585,1665
SHSCT,2017-07-21,Craigavon Psychiatric Unit,0,0,658,618,0
SHSCT,2017-07-21,Daisy Hill Hospital,0,0,1309,1099,0
SHSCT,2017-07-21,Lurgan Hospital,0,0,357,344,0
SHSCT,2017-07-21,South Tyrone Hospital,0,0,252,223,647
SHSCT,2017-07-21,St Luke's Hospital,0,0,168,145,0
SHSCT,2017-07-28,Craigavon Area Hospital,42,48,2954,2638,1658
SHSCT,2017-07-28,Craigavon Psychiatric Unit,0,0,658,612,0
SHSCT,2017-07-28,Daisy Hill Hospital,0,0,1309,1117,0
SHSCT,2017-07-28,Lurgan Hospital,0,0,357,309,0
SHSCT,2017-07-28,South Tyrone Hospital,0,0,252,230,687
SHSCT,2017-07-28,St Luke's Hospital,0,0,168,135,0
SHSCT,2017-08-04,Craigavon Area Hospital,42,44,2954,2524,1597
SHSCT,2017-08-04,Craigavon Psychiatric Unit,0,0,658,590,0
SHSCT,2017-08-04,Daisy Hill Hospital,0,0,1309,1134,0
SHSCT,2017-08-04,Lurgan Hospital,0,0,357,324,0
SHSCT,2017-08-04,South Tyrone Hospital,0,0,252,189,656
SHSCT,2017-08-04,St Luke's Hospital,0,0,168,124,0
SHSCT,2017-08-11,Craigavon Area Hospital,42,47,2954,2650,1672
SHSCT,2017-08-11,Craigavon Psychiatric Unit,0,0,658,590,0
SHSCT,2017-08-11,Daisy Hill Hospital,0,0,1309,1102,0
SHSCT,2017-08-11,Lurgan Hospital,0,0,357,338,0
SHSCT,2017-08-11,South Tyrone Hospital,0,0,252,214,702
SHSCT,2017-08-11,St Luke's Hospital,0,0,168,111,0
SHSCT,2017-08-18,Craigavon Area Hospital,42,45,2954,2527,1659
SHSCT,2017-08-18,Craigavon Psychiatric Unit,0,0,658,590,0
SHSCT,2017-08-18,Daisy Hill Hospital,0,0,1309,1153,0
SHSCT,2017-08-18,Lurgan Hospital,0,0,357,332,0
SHSCT,2017-08-18,South Tyrone Hospital,0,0,252,220,640
SHSCT,2017-08-18,St Luke's Hospital,0,0,168,118,0
SHSCT,2017-08-25,Craigavon Area Hospital,42,36,2954,2670,1702
SHSCT,2017-08-25,Craigavon Psychiatric Unit,0,0,658,616,0
SHSCT,2017-08-25,Daisy Hill Hospital,0,0,1309,1096,0
SHSCT,2017-08-25,Lurgan Hospital,0,0,357,320,0
SHSCT,2017-08-25,South Tyrone Hospital,0,0,252,236,645
SHSCT,2017-08-25,St Luke's Hospital,0,0,168,118,0
SHSCT,2017-09-01,Craigavon Area Hospital,42,49,2954,2719,1578
SHSCT,2017-09-01,Craigavon Psychiatric Unit,0,0,658,640,0
SHSCT,2017-09-01,Daisy Hill Hospital,0,0,1309,1153,0
SHSCT,2017-09-01,Lurgan Hospital,0,0,357,357,0
SHSCT,2017-09-01,South Tyrone Hospital,0,0,252,230,742
SHSCT,2017-09-01,St Luke's Hospital,0,0,168,123,0
SHSCT,2017-09-08,Craigavon Area Hospital,42,48,2954,2777,1704
SHSCT,2017-09-08,Craigavon Psychiatric Unit,0,0,658,635,0
SHSCT,2017-09-08,Daisy Hill Hospital,0,0,1309,1211,0
SHSCT,2017-09-08,Lurgan Hospital,0,0,357,333,0
SHSCT,2017-09-08,South Tyrone Hospital,0,0,252,233,710
SHSCT,2017-09-08,St Luke's Hospital,0,0,168,126,0
SHSCT,2017-09-15,Craigavon Area Hospital,42,42,2954,2682,1749
SHSCT,2017-09-15,Craigavon Psychiatric Unit,0,0,658,635,0
SHSCT,2017-09-15,Daisy Hill Hospital,0,0,1309,1233,0
SHSCT,2017-09-15,Lurgan Hospital,0,0,357,351,0
SHSCT,2017-09-15,South Tyrone Hospital,0,0,252,229,728
SHSCT,2017-09-15,St Luke's Hospital,0,0,168,122,0
SHSCT,2017-09-22,Craigavon Area Hospital,42,45,2954,2717,1762
SHSCT,2017-09-22,Craigavon Psychiatric Unit,0,0,658,598,0
SHSCT,2017-09-22,Daisy Hill Hospital,0,0,1309,1259,0
SHSCT,2017-09-22,Lurgan Hospital,0,0,357,340,0
SHSCT,2017-09-22,South Tyrone Hospital,0,0,252,245,721
SHSCT,2017-09-22,St Luke's Hospital,0,0,168,120,0
SHSCT,2017-09-29,Craigavon Area Hospital,42,42,2954,2635,1704
SHSCT,2017-09-29,Craigavon Psychiatric Unit,0,0,658,595,0
SHSCT,2017-09-29,Daisy Hill Hospital,0,0,1309,1247,0
SHSCT,2017-09-29,Lurgan Hospital,0,0,357,349,0
SHSCT,2017-09-29,South Tyrone Hospital,0,0,252,207,715
SHSCT,2017-09-29,St Luke's Hospital,0,0,168,119,0
SHSCT,2017-10-06,Craigavon Area Hospital,42,48,2954,2629,1819
SHSCT,2017-10-06,Craigavon Psychiatric Unit,0,0,658,613,0
SHSCT,2017-10-06,Daisy Hill Hospital,0,0,1309,1179,0
SHSCT,2017-10-06,Lurgan Hospital,0,0,357,342,0
SHSCT,2017-10-06,South Tyrone Hospital,0,0,252,192,755
SHSCT,2017-10-06,St Luke's Hospital,0,0,168,146,0
SHSCT,2017-10-13,Craigavon Area Hospital,42,49,2954,2709,1671
SHSCT,2017-10-13,Craigavon Psychiatric Unit,0,0,658,619,0
SHSCT,2017-10-13,Daisy Hill Hospital,0,0,1309,1223,0
SHSCT,2017-10-13,Lurgan Hospital,0,0,357,347,0
SHSCT,2017-10-13,South Tyrone Hospital,0,0,252,228,619
SHSCT,2017-10-13,St Luke's Hospital,0,0,168,147,0
SHSCT,2017-10-20,Craigavon Area Hospital,42,52,2954,2712,1673
SHSCT,2017-10-20,Craigavon Psychiatric Unit,0,0,658,637,0
SHSCT,2017-10-20,Daisy Hill Hospital,0,0,1309,1244,0
SHSCT,2017-10-20,Lurgan Hospital,0,0,357,321,0
SHSCT,2017-10-20,South Tyrone Hospital,0,0,252,246,645
SHSCT,2017-10-20,St Luke's Hospital,0,0,168,150,0
SHSCT,2017-10-27,Craigavon Area Hospital,42,43,2954,2643,1644
SHSCT,2017-10-27,Craigavon Psychiatric Unit,0,0,658,640,0
SHSCT,2017-10-27,Daisy Hill Hospital,0,0,1309,1221,0
SHSCT,2017-10-27,Lurgan Hospital,0,0,357,321,0
SHSCT,2017-10-27,South Tyrone Hospital,0,0,252,234,643
SHSCT,2017-10-27,St Luke's Hospital,0,0,168,158,0
SHSCT,2017-11-03,Craigavon Area Hospital,42,49,2954,2715,1757
SHSCT,2017-11-03,Craigavon Psychiatric Unit,0,0,658,619,0
SHSCT,2017-11-03,Daisy Hill Hospital,0,0,1309,1261,0
SHSCT,2017-11-03,Lurgan Hospital,0,0,357,348,0
SHSCT,2017-11-03,South Tyrone Hospital,0,0,252,229,595
SHSCT,2017-11-03,St Luke's Hospital,0,0,168,166,0
SHSCT,2017-11-10,Craigavon Area Hospital,42,46,2954,2694,1745
SHSCT,2017-11-10,Craigavon Psychiatric Unit,0,0,658,640,0
SHSCT,2017-11-10,Daisy Hill Hospital,0,0,1309,1338,0
SHSCT,2017-11-10,Lurgan Hospital,0,0,357,345,0
SHSCT,2017-11-10,South Tyrone Hospital,0,0,252,246,630
SHSCT,2017-11-10,St Luke's Hospital,0,0,168,157,0
SHSCT,2017-11-17,Craigavon Area Hospital,42,48,2954,2766,1789
SHSCT,2017-11-17,Craigavon Psychiatric Unit,0,0,658,636,0
SHSCT,2017-11-17,Daisy Hill Hospital,0,0,1309,1281,0
SHSCT,2017-11-17,Lurgan Hospital,0,0,357,356,0
SHSCT,2017-11-17,South Tyrone Hospital,0,0,252,223,670
SHSCT,2017-11-17,St Luke's Hospital,0,0,168,149,0
SHSCT,2017-11-24,Craigavon Area Hospital,42,51,2954,2792,1719
SHSCT,2017-11-24,Craigavon Psychiatric Unit,0,0,658,643,0
SHSCT,2017-11-24,Daisy Hill Hospital,0,0,1309,1272,0
SHSCT,2017-11-24,Lurgan Hospital,0,0,357,345,0
SHSCT,2017-11-24,South Tyrone Hospital,0,0,252,237,589
SHSCT,2017-11-24,St Luke's Hospital,0,0,168,143,0
SHSCT,2017-12-01,Craigavon Area Hospital,42,48,2954,2730,1751
SHSCT,2017-12-01,Craigavon Psychiatric Unit,0,0,658,644,0
SHSCT,2017-12-01,Daisy Hill Hospital,0,0,1309,1183,0
SHSCT,2017-12-01,Lurgan Hospital,0,0,357,341,0
SHSCT,2017-12-01,South Tyrone Hospital,0,0,252,246,593
SHSCT,2017-12-01,St Luke's Hospital,0,0,168,127,0
SHSCT,2017-12-08,Craigavon Area Hospital,42,48,2954,2692,1661
SHSCT,2017-12-08,Craigavon Psychiatric Unit,0,0,658,643,0
SHSCT,2017-12-08,Daisy Hill Hospital,0,0,1309,1130,0
SHSCT,2017-12-08,Lurgan Hospital,0,0,357,348,0
SHSCT,2017-12-08,South Tyrone Hospital,0,0,252,242,560
SHSCT,2017-12-08,St Luke's Hospital,0,0,168,112,0
SHSCT,2017-12-15,Craigavon Area Hospital,42,51,2954,2730,1836
SHSCT,2017-12-15,Craigavon Psychiatric Unit,0,0,658,654,0
SHSCT,2017-12-15,Daisy Hill Hospital,0,0,1309,1195,0
SHSCT,2017-12-15,Lurgan Hospital,0,0,357,343,0
SHSCT,2017-12-15,South Tyrone Hospital,0,0,252,230,611
SHSCT,2017-12-15,St Luke's Hospital,0,0,168,125,0
SHSCT,2017-12-22,Craigavon Area Hospital,42,46,2954,2598,1690
SHSCT,2017-12-22,Craigavon Psychiatric Unit,0,0,658,650,0
SHSCT,2017-12-22,Daisy Hill Hospital,0,0,1309,1111,0
SHSCT,2017-12-22,Lurgan Hospital,0,0,357,336,0
SHSCT,2017-12-22,South Tyrone Hospital,0,0,252,235,467
SHSCT,2017-12-22,St Luke's Hospital,0,0,168,149,0
SHSCT,2017-12-29,Craigavon Area Hospital,42,54,2954,2899,1700
SHSCT,2017-12-29,Craigavon Psychiatric Unit,0,0,658,645,0
SHSCT,2017-12-29,Daisy Hill Hospital,0,0,1309,1298,0
SHSCT,2017-12-29,Lurgan Hospital,0,0,367,366,0
SHSCT,2017-12-29,South Tyrone Hospital,0,0,258,253,531
SHSCT,2017-12-29,St Luke's Hospital,0,0,168,146,0
SHSCT,2018-01-05,Craigavon Area Hospital,42,48,2954,2889,1611
SHSCT,2018-01-05,Craigavon Psychiatric Unit,0,0,658,648,0
SHSCT,2018-01-05,Daisy Hill Hospital,0,0,1288,1307,0
SHSCT,2018-01-05,Lurgan Hospital,0,0,371,349,0
SHSCT,2018-01-05,South Tyrone Hospital,0,0,256,255,499
SHSCT,2018-01-05,St Luke's Hospital,0,0,168,152,0
SHSCT,2018-01-12,Craigavon Area Hospital,42,52,2954,2717,1544
SHSCT,2018-01-12,Craigavon Psychiatric Unit,0,0,658,644,0
SHSCT,2018-01-12,Daisy Hill Hospital,0,0,1288,1281,0
SHSCT,2018-01-12,Lurgan Hospital,0,0,371,360,0
SHSCT,2018-01-12,South Tyrone Hospital,0,0,258,242,566
SHSCT,2018-01-12,St Luke's Hospital,0,0,168,158,0
SHSCT,2018-01-19,Craigavon Area Hospital,42,47,2954,2677,1557
SHSCT,2018-01-19,Craigavon Psychiatric Unit,0,0,658,634,0
SHSCT,2018-01-19,Daisy Hill Hospital,0,0,1288,1237,0
SHSCT,2018-01-19,Lurgan Hospital,0,0,371,346,0
SHSCT,2018-01-19,South Tyrone Hospital,0,0,252,245,667
SHSCT,2018-01-19,St Luke's Hospital,0,0,168,153,0
SHSCT,2018-01-26,Craigavon Area Hospital,42,52,2954,2840,1753
SHSCT,2018-01-26,Craigavon Psychiatric Unit,0,0,658,666,0
SHSCT,2018-01-26,Daisy Hill Hospital,0,0,1288,1220,0
SHSCT,2018-01-26,Independent Hospital,0,0,0,11,0
SHSCT,2018-01-26,Lurgan Hospital,0,0,371,359,0
SHSCT,2018-01-26,South Tyrone Hospital,0,0,252,242,724
SHSCT,2018-01-26,St Luke's Hospital,0,0,168,147,0
SHSCT,2018-02-02,Craigavon Area Hospital,42,43,2954,2717,1666
SHSCT,2018-02-02,Craigavon Psychiatric Unit,0,0,658,655,0
SHSCT,2018-02-02,Daisy Hill Hospital,0,0,1288,1176,0
SHSCT,2018-02-02,Independent Hospital,0,0,0,8,0
SHSCT,2018-02-02,Lurgan Hospital,0,0,371,358,0
SHSCT,2018-02-02,South Tyrone Hospital,0,0,252,245,723
SHSCT,2018-02-02,St Luke's Hospital,0,0,168,147,0
SHSCT,2018-02-09,Craigavon Area Hospital,42,47,2954,2842,1664
SHSCT,2018-02-09,Craigavon Psychiatric Unit,0,0,658,652,0
SHSCT,2018-02-09,Daisy Hill Hospital,0,0,1288,1164,0
SHSCT,2018-02-09,Independent Hospital,0,0,0,20,0
SHSCT,2018-02-09,Lurgan Hospital,0,0,371,337,0
SHSCT,2018-02-09,South Tyrone Hospital,0,0,252,248,626
SHSCT,2018-02-09,St Luke's Hospital,0,0,168,142,0
SHSCT,2018-02-16,Craigavon Area Hospital,42,51,2954,2762,1799
SHSCT,2018-02-16,Craigavon Psychiatric Unit,0,0,658,616,0
SHSCT,2018-02-16,Daisy Hill Hospital,0,0,1288,1180,0
SHSCT,2018-02-16,Independent Hospital,0,0,0,4,0
SHSCT,2018-02-16,Lurgan Hospital,0,0,371,355,0
SHSCT,2018-02-16,South Tyrone Hospital,0,0,252,241,662
SHSCT,2018-02-16,St Luke's Hospital,0,0,168,141,0
SHSCT,2018-02-23,Craigavon Area Hospital,42,52,2954,2819,1603
SHSCT,2018-02-23,Craigavon Psychiatric Unit,0,0,658,641,0
SHSCT,2018-02-23,Daisy Hill Hospital,0,0,1288,1186,0
SHSCT,2018-02-23,Independent Hospital,0,0,0,24,0
SHSCT,2018-02-23,Lurgan Hospital,0,0,371,345,0
SHSCT,2018-02-23,South Tyrone Hospital,0,0,252,229,668
SHSCT,2018-02-23,St Luke's Hospital,0,0,168,139,0
SHSCT,2018-03-02,Craigavon Area Hospital,42,53,2924,2872,1784
SHSCT,2018-03-02,Craigavon Psychiatric Unit,0,0,658,632,0
SHSCT,2018-03-02,Daisy Hill Hospital,0,0,1288,1252,0
SHSCT,2018-03-02,Independent Hospital,0,0,0,12,0
SHSCT,2018-03-02,Lurgan Hospital,0,0,371,352,0
SHSCT,2018-03-02,South Tyrone Hospital,0,0,252,234,638
SHSCT,2018-03-02,St Luke's Hospital,0,0,168,133,0
SHSCT,2018-03-09,Craigavon Area Hospital,42,52,2886,2843,1760
SHSCT,2018-03-09,Craigavon Psychiatric Unit,0,0,658,601,0
SHSCT,2018-03-09,Daisy Hill Hospital,0,0,1288,1197,0
SHSCT,2018-03-09,Independent Hospital,0,0,0,61,0
SHSCT,2018-03-09,Lurgan Hospital,0,0,371,354,0
SHSCT,2018-03-09,South Tyrone Hospital,0,0,252,244,685
SHSCT,2018-03-09,St Luke's Hospital,0,0,168,124,0
SHSCT,2018-03-16,Craigavon Area Hospital,42,53,2884,2810,1790
SHSCT,2018-03-16,Craigavon Psychiatric Unit,0,0,658,627,0
SHSCT,2018-03-16,Daisy Hill Hospital,0,0,1288,1177,0
SHSCT,2018-03-16,Independent Hospital,0,0,0,38,0
SHSCT,2018-03-16,Lurgan Hospital,0,0,371,345,0
SHSCT,2018-03-16,South Tyrone Hospital,0,0,252,239,658
SHSCT,2018-03-16,St Luke's Hospital,0,0,168,129,0
SHSCT,2018-03-23,Craigavon Area Hospital,42,56,2889,2742,1735
SHSCT,2018-03-23,Craigavon Psychiatric Unit,0,0,658,615,0
SHSCT,2018-03-23,Daisy Hill Hospital,0,0,1288,1131,0
SHSCT,2018-03-23,Independent Hospital,0,0,0,41,0
SHSCT,2018-03-23,Lurgan Hospital,0,0,371,335,0
SHSCT,2018-03-23,South Tyrone Hospital,0,0,252,242,754
SHSCT,2018-03-23,St Luke's Hospital,0,0,168,130,0
SHSCT,2018-03-30,Craigavon Area Hospital,42,44,2939,2676,1664
SHSCT,2018-03-30,Craigavon Psychiatric Unit,0,0,658,637,0
SHSCT,2018-03-30,Daisy Hill Hospital,0,0,1333,1192,0
SHSCT,2018-03-30,Independent Hospital,0,0,0,36,0
SHSCT,2018-03-30,Lurgan Hospital,0,0,371,348,0
SHSCT,2018-03-30,South Tyrone Hospital,0,0,252,243,599
SHSCT,2018-03-30,St Luke's Hospital,0,0,168,132,0
SHSCT,2018-04-06,Craigavon Area Hospital,42,44,2961,2771,1757
SHSCT,2018-04-06,Craigavon Psychiatric Unit,0,0,658,661,0
SHSCT,2018-04-06,Daisy Hill Hospital,0,0,1351,1199,0
SHSCT,2018-04-06,Lurgan Hospital,0,0,371,340,0
SHSCT,2018-04-06,South Tyrone Hospital,0,0,252,245,778
SHSCT,2018-04-06,St Luke's Hospital,0,0,168,129,0
SHSCT,2018-04-13,Craigavon Area Hospital,42,42,2961,2705,1719
SHSCT,2018-04-13,Craigavon Psychiatric Unit,0,0,658,649,0
SHSCT,2018-04-13,Daisy Hill Hospital,0,0,1351,1145,0
SHSCT,2018-04-13,Lurgan Hospital,0,0,371,329,0
SHSCT,2018-04-13,South Tyrone Hospital,0,0,252,228,818
SHSCT,2018-04-13,St Luke's Hospital,0,0,168,119,0
